carat,cut,color,clarity,depth,table,price,volume
0.86,Good,F,SI2,64.3,60.0,2819,136.05
0.71,Ideal,G,VS1,62.9,58.0,2820,114.97
0.75,Ideal,E,SI1,62.0,57.0,2821,120.35
0.73,Premium,E,VS2,61.6,59.0,2821,117.04
0.53,Ideal,E,VVS1,61.9,55.0,2821,87.24
0.73,Premium,E,SI1,61.3,58.0,2821,119.21
0.73,Good,E,SI1,63.6,57.0,2821,118.35
0.73,Premium,E,SI1,59.6,61.0,2821,121.56
0.73,Premium,E,SI1,62.2,59.0,2821,116.67
0.73,Premium,D,SI1,61.7,55.0,2821,122.36
0.73,Very Good,E,SI1,63.2,58.0,2821,118.85
0.7,Premium,E,VS1,60.8,60.0,2822,114.06
0.72,Premium,E,VS2,60.3,59.0,2822,118.89
0.72,Premium,E,VS2,60.9,60.0,2822,117.6
0.72,Premium,E,VS2,62.4,59.0,2822,117.74
0.7,Premium,E,VS2,60.2,60.0,2822,112.35
0.6,Ideal,F,VVS2,62.0,55.0,2822,96.85
0.74,Ideal,I,VVS1,60.8,57.0,2822,123.01
0.73,Ideal,F,SI1,62.1,55.0,2822,118.98
0.71,Premium,D,SI1,62.7,60.0,2822,115.58
0.71,Premium,D,SI1,61.3,58.0,2822,115.98
0.7,Premium,D,SI1,60.2,60.0,2822,116.46
0.7,Ideal,D,SI1,60.7,56.0,2822,114.46
0.9,Good,J,VS2,64.0,61.0,2822,140.59
0.71,Ideal,D,SI1,60.2,56.0,2822,120.26
0.7,Premium,E,VS2,61.5,59.0,2822,114.24
0.7,Premium,E,VS2,62.6,56.0,2822,115.05
0.7,Ideal,D,SI1,59.7,58.0,2822,116.19
0.7,Good,E,SI1,61.4,64.0,2822,112.79
0.7,Ideal,D,SI1,62.5,57.0,2822,110.27
0.7,Ideal,D,SI1,61.8,56.0,2822,113.23
0.7,Premium,E,VS2,60.7,62.0,2822,112.41
0.7,Premium,F,VS2,60.6,58.0,2822,115.78
0.7,Ideal,D,SI1,61.4,54.0,2822,115.57
0.79,Very Good,D,SI2,62.8,59.0,2823,127.58
0.9,Good,I,SI1,63.8,57.0,2823,144.5
0.71,Premium,E,VS2,62.3,58.0,2823,114.41
0.61,Ideal,E,VVS2,61.3,54.0,2823,104.72
0.9,Fair,H,SI2,65.8,54.0,2823,143.27
0.71,Ideal,E,SI1,60.5,56.0,2823,114.73
0.71,Premium,D,VS2,61.2,59.0,2824,114.31
0.77,Ideal,I,VVS2,62.1,57.0,2824,124.23
0.74,Good,E,VS1,63.1,58.0,2824,119.27
0.82,Ideal,F,SI2,62.4,54.0,2824,134.41
0.82,Premium,E,SI2,60.8,60.0,2824,133.89
0.71,Premium,G,VS1,62.2,59.0,2825,114.81
0.83,Premium,H,SI1,60.0,59.0,2825,133.89
0.73,Very Good,G,VS1,62.0,57.0,2825,119.39
0.83,Premium,H,SI1,62.5,59.0,2825,133.96
1.17,Premium,J,I1,60.2,61.0,2825,194.63
0.91,Fair,H,SI2,61.3,67.0,2825,147.16
0.73,Premium,E,VS1,62.6,60.0,2826,116.92
0.7,Good,E,VS1,57.2,59.0,2826,118.05
0.9,Premium,I,SI2,62.2,59.0,2826,140.56
0.7,Premium,E,VS1,62.2,58.0,2826,110.94
0.7,Very Good,D,VS2,63.3,56.0,2826,110.62
0.7,Premium,E,VS1,59.4,61.0,2826,113.47
0.9,Very Good,I,SI2,63.5,56.0,2826,145.31
0.78,Premium,F,SI1,60.8,60.0,2826,128.37
0.96,Ideal,F,I1,60.7,55.0,2826,158.43
0.7,Very Good,D,SI1,62.3,59.0,2827,114.41
0.72,Good,D,VS2,64.0,54.0,2827,117.85
0.79,Premium,H,VVS2,62.6,58.0,2827,130.46
0.7,Ideal,H,VVS1,61.6,57.0,2827,114.97
0.7,Ideal,H,VVS1,62.3,55.0,2827,114.21
0.7,Ideal,D,SI2,60.6,57.0,2828,115.59
1.01,Premium,H,SI2,61.6,61.0,2828,157.65
0.72,Premium,F,VS1,62.2,58.0,2829,116.68
0.8,Good,E,SI2,63.7,54.0,2829,130.09
0.59,Ideal,E,VVS1,62.0,56.0,2829,96.03
0.72,Ideal,F,VS1,61.7,57.0,2829,117.58
0.75,Premium,E,SI2,61.9,57.0,2829,123.88
0.8,Premium,E,SI2,60.2,57.0,2829,131.99
0.71,Very Good,E,VS2,62.7,59.0,2830,114.65
0.77,Very Good,H,SI1,61.7,56.0,2830,124.52
0.97,Ideal,F,I1,60.7,56.0,2830,160.74
0.53,Ideal,F,VVS1,60.9,57.0,2830,88.26
0.53,Ideal,F,VVS1,61.8,57.0,2830,85.7
0.8,Ideal,I,VS2,62.1,54.4,2830,131.65
0.9,Premium,G,SI1,60.6,62.0,2830,142.37
0.76,Very Good,E,SI2,60.8,60.0,2831,127.15
0.72,Ideal,E,SI1,62.3,57.0,2831,117.21
0.75,Ideal,E,SI1,61.4,57.0,2831,122.65
0.72,Premium,E,SI1,62.1,58.0,2831,117.83
0.79,Ideal,G,SI1,61.8,56.0,2831,128.27
0.72,Very Good,F,VS2,62.5,58.0,2832,117.54
0.91,Very Good,I,SI2,62.8,61.0,2832,147.09
0.71,Premium,G,VVS2,62.1,57.0,2832,115.01
0.81,Premium,G,SI1,63.0,60.0,2832,125.51
0.82,Ideal,H,SI1,62.5,57.0,2832,130.9
0.71,Premium,F,VS1,62.2,58.0,2832,114.61
0.9,Good,J,SI1,64.3,63.0,2832,141.08
0.8,Very Good,I,VS2,62.0,58.0,2833,127.61
0.56,Very Good,E,IF,61.0,59.0,2833,91.35
0.7,Very Good,D,VS2,59.6,61.0,2833,115.46
0.7,Ideal,D,VS2,61.0,57.0,2833,116.05
0.61,Ideal,F,VVS2,61.7,55.0,2833,100.65
0.85,Ideal,H,SI2,62.5,57.0,2833,138.13
0.7,Ideal,F,SI1,60.7,57.0,2833,114.99
0.8,Ideal,G,VS2,62.2,56.0,2834,127.96
0.8,Ideal,H,VS2,62.8,57.0,2834,128.36
0.51,Very Good,D,VVS1,59.9,58.0,2834,83.02
0.53,Ideal,F,VVS1,61.4,57.0,2834,87.03
0.78,Ideal,I,VS2,61.8,55.0,2834,129.27
0.9,Very Good,J,SI1,63.4,54.0,2834,147.75
0.9,Fair,G,SI2,65.3,59.0,2834,143.49
0.77,Ideal,E,SI2,60.7,55.0,2834,129.81
0.73,Ideal,F,VS1,61.2,56.0,2835,122.51
0.63,Ideal,F,VVS2,61.9,57.0,2835,102.47
0.7,Ideal,E,VS2,61.5,54.0,2835,115.37
0.72,Ideal,E,VS2,62.8,57.0,2835,117.46
0.72,Ideal,E,SI1,61.0,57.0,2835,118.34
0.75,Premium,F,VS2,59.6,59.0,2835,128.08
0.82,Very Good,H,SI1,60.7,56.0,2836,134.33
0.71,Good,E,VS2,62.8,60.0,2836,111.69
0.7,Premium,E,VS1,62.6,59.0,2837,114.33
0.7,Ideal,E,VS1,61.8,56.0,2837,115.29
0.71,Ideal,F,SI1,59.8,53.0,2838,119.03
0.76,Very Good,H,SI1,60.9,55.0,2838,126.94
0.82,Fair,F,SI1,64.9,58.0,2838,127.26
0.72,Premium,F,VS1,58.8,60.0,2838,120.79
0.7,Premium,F,VS2,62.3,58.0,2838,114.2
0.7,Premium,F,VS2,61.7,58.0,2838,111.8
0.7,Premium,G,VS1,62.6,55.0,2838,115.05
0.7,Premium,F,VS2,59.4,61.0,2838,116.46
0.7,Very Good,E,SI1,63.5,59.0,2838,106.26
0.7,Premium,F,VS2,60.9,61.0,2838,111.82
0.7,Premium,F,VS2,59.5,58.0,2838,116.05
0.7,Premium,G,VS1,63.0,60.0,2838,110.89
0.74,Very Good,E,SI1,60.0,57.0,2839,121.29
0.71,Ideal,F,VS1,61.5,57.0,2839,115.37
0.7,Ideal,F,VS1,61.6,54.0,2839,116.1
0.71,Ideal,F,VS1,62.1,55.0,2839,118.02
0.71,Premium,F,VS1,59.1,61.0,2839,116.72
0.71,Premium,F,VS1,59.0,60.0,2839,115.78
0.71,Premium,F,VS1,60.5,58.0,2839,114.13
0.7,Ideal,F,VS1,62.4,53.0,2839,116.8
0.73,Ideal,G,VS2,61.8,54.0,2839,121.18
0.7,Ideal,E,VS2,62.1,54.0,2839,115.22
0.7,Ideal,G,VS1,61.3,57.0,2839,115.04
0.71,Premium,G,VVS2,60.3,58.0,2839,117.74
0.71,Premium,F,VS1,59.2,58.0,2839,118.21
0.79,Premium,G,VS2,59.3,62.0,2839,131.4
0.71,Premium,F,VS1,62.7,59.0,2839,113.72
0.77,Very Good,H,VS1,61.0,60.0,2840,124.33
0.75,Very Good,F,SI2,59.8,56.0,2840,121.9
0.7,Ideal,F,SI1,61.0,56.0,2840,117.39
0.71,Premium,F,VS2,59.3,56.0,2840,118.75
0.92,Ideal,D,SI2,61.9,56.0,2840,150.05
0.83,Premium,F,SI2,61.4,59.0,2840,136.61
0.7,Premium,H,VVS1,59.2,60.0,2840,117.05
0.73,Premium,F,VS2,60.3,59.0,2841,122.95
0.71,Very Good,D,VS1,63.4,55.0,2841,114.28
0.73,Very Good,D,SI1,63.9,57.0,2841,117.32
0.82,Ideal,F,SI2,61.7,53.0,2841,137.33
0.82,Ideal,F,SI2,62.3,56.0,2841,133.83
0.82,Very Good,F,SI2,59.7,57.0,2841,137.53
0.52,Ideal,F,VVS1,61.2,56.0,2841,85.99
1.0,Premium,F,I1,58.9,60.0,2841,167.3
0.95,Fair,G,SI1,66.7,56.0,2841,150.81
0.73,Ideal,D,SI1,61.4,57.0,2841,118.6
0.73,Premium,F,VS2,59.9,59.0,2841,118.54
0.73,Premium,G,VS1,61.4,58.0,2841,119.55
0.8,Ideal,I,VS1,62.6,54.0,2842,131.25
0.7,Premium,F,VS2,58.7,61.0,2842,112.13
0.7,Very Good,E,VS2,60.2,62.0,2843,113.27
0.7,Very Good,E,VS2,62.7,58.0,2843,113.73
0.71,Very Good,E,VS2,59.4,58.0,2843,115.32
0.81,Very Good,F,SI2,63.2,58.0,2843,130.85
0.71,Very Good,D,SI1,61.5,58.0,2843,117.45
0.73,Ideal,G,VVS2,61.3,57.0,2843,121.13
0.73,Very Good,F,VS1,61.8,59.0,2843,118.11
0.72,Ideal,E,VS2,62.0,57.0,2843,116.35
0.81,Ideal,F,SI2,62.1,57.0,2843,129.41
0.71,Ideal,G,VVS2,60.7,57.0,2843,118.21
0.73,Very Good,E,SI1,57.7,61.0,2844,121.02
0.7,Very Good,E,VS1,62.0,59.0,2844,112.64
1.01,Ideal,I,I1,61.5,57.0,2844,165.42
1.01,Good,I,I1,63.1,57.0,2844,163.12
0.79,Ideal,H,VS2,62.5,57.0,2844,129.67
0.7,Very Good,E,VS2,61.8,59.0,2845,112.32
0.7,Very Good,E,VS2,58.9,60.0,2845,117.32
0.8,Good,H,VS2,63.4,60.0,2845,128.17
1.27,Premium,H,SI2,59.3,61.0,2845,210.82
0.79,Ideal,D,SI1,61.5,56.0,2846,128.57
0.72,Very Good,F,VS1,60.2,59.0,2846,118.35
0.73,Ideal,H,VVS2,61.6,56.0,2846,121.05
1.01,Fair,H,SI2,65.4,59.0,2846,162.09
1.01,Good,H,I1,64.2,61.0,2846,154.11
0.73,Ideal,E,SI1,59.1,59.0,2846,123.64
0.7,Ideal,E,SI1,61.6,57.0,2846,116.1
0.7,Good,F,VS2,59.1,61.0,2846,115.38
0.77,Premium,E,SI1,62.9,59.0,2846,123.76
0.77,Premium,G,VS2,61.3,60.0,2846,123.27
0.77,Premium,G,VS1,61.4,58.0,2846,127.0
0.84,Very Good,H,SI1,61.2,57.0,2847,139.62
0.72,Ideal,E,SI1,60.3,57.0,2847,120.05
0.76,Premium,D,SI1,61.1,59.0,2847,125.87
0.7,Very Good,G,VVS2,62.9,59.0,2848,113.12
0.54,Ideal,D,VVS2,61.5,55.0,2848,89.98
0.75,Fair,D,SI2,64.6,57.0,2848,121.48
0.79,Good,E,SI1,64.1,54.0,2849,128.33
0.74,Very Good,E,VS1,63.1,58.0,2849,119.27
0.7,Very Good,E,VS2,61.0,60.0,2850,116.25
0.7,Ideal,F,VS2,60.8,59.0,2850,114.98
0.75,Ideal,J,SI1,61.5,56.0,2850,123.2
1.2,Very Good,H,I1,63.1,60.0,2850,190.45
0.8,Very Good,F,SI1,63.4,57.0,2851,127.18
0.66,Ideal,D,VS1,62.1,56.0,2851,106.46
0.87,Very Good,F,SI2,61.0,63.0,2851,141.58
0.86,Premium,H,SI1,62.7,59.0,2851,136.17
0.74,Ideal,F,SI1,61.0,57.0,2851,121.0
0.58,Very Good,E,IF,60.6,59.0,2852,95.35
0.78,Ideal,I,VS1,61.5,57.0,2852,126.36
0.74,Ideal,G,SI1,61.3,55.0,2852,123.07
0.73,Ideal,E,SI1,62.7,55.0,2852,118.81
0.91,Very Good,I,SI1,63.5,57.0,2852,143.76
0.71,Premium,F,VS2,62.6,58.0,2853,115.06
0.71,Good,G,VS1,63.5,55.0,2853,114.6
0.79,Ideal,D,SI2,62.8,57.0,2853,127.36
0.79,Premium,D,SI2,60.0,60.0,2853,132.87
0.71,Premium,E,SI1,62.7,58.0,2853,115.78
0.82,Premium,I,VS1,61.9,58.0,2853,132.31
0.78,Very Good,H,VS1,61.9,57.1,2854,127.83
0.7,Very Good,E,VS1,62.4,56.0,2854,113.8
1.12,Premium,H,I1,59.1,61.0,2854,183.06
0.73,Premium,E,VS2,62.0,57.0,2854,121.51
0.91,Fair,J,VS2,64.4,62.0,2854,142.15
0.91,Fair,J,VS2,65.4,60.0,2854,142.79
0.91,Good,J,VS2,64.2,58.0,2854,146.1
0.91,Fair,H,SI1,65.8,58.0,2854,143.75
0.7,Premium,E,VS1,58.4,59.0,2854,118.18
0.68,Premium,F,VVS2,61.7,57.0,2854,111.61
0.73,Very Good,F,VS2,62.5,57.0,2855,117.33
1.03,Good,J,SI1,63.6,57.0,2855,161.72
0.74,Premium,D,VS2,62.4,57.0,2855,119.85
0.98,Fair,E,SI2,53.3,67.0,2855,165.94
1.02,Fair,I,SI1,53.0,63.0,2856,169.48
1.0,Fair,G,SI2,67.8,61.0,2856,141.36
1.02,Ideal,H,SI2,61.6,55.0,2856,166.09
0.6,Ideal,F,VVS2,60.8,57.0,2856,99.15
0.8,Ideal,G,SI2,61.6,56.0,2856,132.4
0.97,Ideal,F,I1,60.7,56.0,2856,160.74
1.0,Fair,I,SI1,67.9,62.0,2856,154.9
0.26,Ideal,E,VS1,62.3,57.0,556,41.81
0.26,Ideal,E,VS1,62.1,56.0,556,42.97
0.36,Ideal,H,SI1,61.9,55.0,556,59.36
0.34,Good,G,VS2,57.5,61.0,556,57.02
0.34,Good,E,SI1,63.3,57.0,556,55.97
0.34,Good,E,SI1,63.5,55.0,556,56.17
0.34,Good,E,SI1,63.4,55.0,556,55.84
0.34,Very Good,G,VS2,59.6,62.0,556,56.1
0.34,Ideal,E,SI1,62.2,54.0,556,56.12
0.32,Good,E,VS2,64.1,54.0,556,52.91
0.31,Ideal,I,VVS1,61.6,55.0,557,51.91
0.31,Ideal,I,VVS1,61.3,56.0,557,51.18
0.31,Ideal,I,VVS1,62.3,54.0,557,52.49
0.31,Ideal,I,VVS1,62.0,54.0,557,52.3
0.31,Ideal,I,VVS1,62.7,53.0,557,51.23
0.31,Ideal,I,VVS1,62.2,53.0,557,51.94
0.31,Ideal,G,VS2,62.2,53.6,557,50.74
0.31,Ideal,H,VS1,61.6,54.8,557,51.14
0.31,Ideal,H,VS1,61.8,54.2,557,50.9
0.33,Premium,G,SI2,59.4,59.0,557,54.51
0.33,Premium,F,SI2,62.3,58.0,557,53.6
0.33,Premium,G,SI2,62.6,58.0,557,53.68
0.33,Ideal,G,SI2,61.9,56.0,557,53.77
0.33,Premium,F,SI2,63.0,58.0,557,54.07
0.33,Premium,J,VS1,62.8,58.0,557,53.31
0.33,Premium,J,VS1,61.5,61.0,557,53.26
0.33,Ideal,J,VS1,62.1,55.0,557,53.85
0.33,Ideal,I,SI1,63.0,57.0,557,52.95
0.33,Good,I,SI1,63.6,53.0,557,54.77
0.33,Premium,I,SI1,60.4,59.0,557,55.77
1.0,Fair,H,SI2,66.1,56.0,2856,149.78
0.77,Premium,F,SI1,60.8,59.0,2856,124.19
0.77,Premium,F,SI1,61.0,58.0,2856,126.52
0.7,Good,E,VVS2,60.1,63.0,2857,110.92
0.9,Very Good,G,SI2,63.1,58.0,2857,139.82
0.72,Ideal,E,SI1,62.3,57.0,2857,117.21
0.9,Premium,I,VS2,61.9,59.0,2857,145.42
0.72,Premium,E,SI1,62.1,58.0,2857,117.83
0.7,Ideal,G,VVS2,62.1,56.0,2858,113.16
0.81,Very Good,F,SI1,61.3,57.0,2858,134.76
0.81,Very Good,F,SI1,61.7,57.0,2858,135.04
0.71,Premium,E,VS2,61.0,60.0,2858,114.38
0.7,Premium,E,VS2,61.4,59.0,2858,114.64
0.71,Premium,E,VS2,61.5,60.0,2858,115.16
0.71,Very Good,E,VS2,63.5,59.0,2858,113.67
0.92,Premium,J,SI1,62.9,58.0,2858,149.91
0.76,Ideal,E,SI1,62.7,54.0,2858,125.81
0.73,Ideal,D,SI1,61.5,56.0,2858,121.26
0.71,Premium,D,VS2,60.4,62.0,2858,113.6
0.7,Good,E,VVS2,63.6,62.0,2858,111.44
0.9,Fair,G,SI2,64.5,56.0,2858,141.44
0.71,Fair,D,VS2,56.9,65.0,2858,114.89
0.7,Ideal,D,VS2,61.0,57.0,2859,116.05
0.7,Premium,D,VS2,62.4,56.0,2859,114.93
0.77,Premium,F,VS1,60.9,60.0,2859,124.76
0.71,Ideal,G,VS1,61.5,56.0,2859,117.45
0.7,Premium,D,VS2,59.6,61.0,2859,115.46
0.75,Fair,F,VS1,55.8,70.0,2859,122.73
0.83,Premium,E,SI2,59.2,60.0,2859,137.45
0.71,Very Good,F,VS2,61.3,61.0,2860,113.91
0.9,Very Good,J,SI2,63.6,58.0,2860,143.29
0.6,Ideal,E,VVS2,61.9,54.9,2860,98.59
0.71,Premium,D,VS1,62.9,57.0,2860,112.2
0.53,Ideal,F,VVS1,61.4,57.0,2860,87.03
0.71,Premium,D,SI1,60.7,58.0,2861,122.43
0.62,Ideal,G,VVS2,61.6,56.0,2861,100.65
0.62,Ideal,G,VVS2,61.6,56.0,2861,102.06
0.9,Premium,I,SI1,63.0,58.0,2861,139.45
0.62,Fair,F,IF,60.1,61.0,2861,102.39
0.82,Premium,E,SI2,61.7,59.0,2861,132.98
0.66,Premium,D,VS1,61.0,58.0,2861,108.33
0.7,Very Good,D,SI1,62.5,55.0,2862,115.46
0.8,Very Good,F,SI1,62.6,58.0,2862,129.23
0.8,Very Good,D,SI2,62.5,59.0,2862,128.45
0.79,Premium,F,SI1,62.3,54.0,2862,130.55
0.71,Very Good,F,VVS1,63.2,60.0,2862,112.84
0.7,Ideal,H,VS2,61.1,57.0,2862,114.71
0.7,Very Good,E,VS2,58.7,63.0,2862,109.22
0.79,Premium,H,VS1,60.0,60.0,2862,132.35
0.7,Premium,E,VS2,59.5,59.0,2862,115.86
1.22,Premium,E,I1,60.9,57.0,2862,200.73
1.01,Fair,E,SI2,67.6,57.0,2862,158.6
0.73,Premium,E,VS2,62.5,61.0,2862,117.03
0.91,Good,I,VS2,64.3,58.0,2863,143.69
0.71,Ideal,D,SI1,60.8,56.0,2863,117.8
0.83,Premium,G,SI1,62.3,58.0,2863,133.83
0.84,Premium,F,SI2,62.3,59.0,2863,136.94
0.71,Premium,D,SI1,61.0,61.0,2863,118.13
0.71,Premium,D,SI1,59.7,59.0,2863,117.13
0.71,Premium,D,SI1,61.7,56.0,2863,116.62
0.71,Ideal,D,SI1,61.7,57.0,2863,115.7
0.71,Premium,D,SI1,61.4,58.0,2863,117.86
0.71,Premium,D,SI1,60.6,58.0,2863,116.93
0.91,Premium,J,SI1,59.5,62.0,2863,147.92
0.9,Premium,J,VS2,59.8,62.0,2863,144.15
0.71,Premium,H,VVS2,61.5,62.0,2863,114.44
0.71,Premium,E,SI1,59.1,61.0,2863,116.52
0.72,Ideal,F,VS2,59.5,57.0,2863,121.21
0.72,Premium,E,SI1,60.9,60.0,2863,116.45
0.71,Ideal,E,VS2,61.0,55.0,2863,117.19
0.81,Ideal,E,SI2,60.3,57.0,2864,133.82
0.83,Very Good,I,VS2,61.6,58.0,2865,136.98
0.73,Premium,D,SI1,60.8,55.0,2865,121.07
0.56,Very Good,D,VVS1,62.0,56.0,2866,90.99
0.56,Very Good,D,VVS1,61.8,55.0,2866,91.51
0.71,Ideal,E,VS1,62.2,55.0,2866,116.48
0.7,Ideal,H,VVS1,62.3,58.0,2866,114.21
0.96,Premium,I,SI1,61.3,58.0,2866,156.6
0.71,Very Good,H,VVS1,62.9,57.0,2867,115.18
0.7,Ideal,D,VS2,62.4,57.0,2867,112.16
0.71,Ideal,H,VVS1,60.4,57.0,2867,117.54
0.8,Premium,H,VS2,61.2,53.0,2867,133.14
0.95,Premium,F,SI2,58.4,57.0,2867,156.84
0.82,Ideal,F,SI2,62.3,56.0,2867,132.58
0.52,Ideal,F,VVS1,61.2,56.0,2867,85.99
0.82,Ideal,F,SI2,61.7,53.0,2867,137.33
0.82,Ideal,F,SI2,62.3,56.0,2867,133.83
0.82,Premium,F,SI2,59.7,57.0,2867,137.53
0.8,Ideal,G,SI1,61.3,57.0,2867,128.21
0.96,Fair,F,SI2,68.2,61.0,2867,146.34
0.72,Ideal,I,VS1,62.4,55.0,2868,117.75
0.62,Ideal,G,IF,60.5,57.0,2868,102.82
0.79,Premium,E,SI2,61.0,58.0,2868,127.29
0.75,Very Good,E,SI1,63.1,56.0,2868,119.26
1.08,Premium,D,I1,61.9,60.0,2869,171.05
0.72,Ideal,E,SI1,60.8,55.0,2869,118.95
0.62,Ideal,G,IF,61.8,56.0,2869,100.1
0.73,Ideal,G,VVS2,61.3,57.0,2869,121.13
0.72,Ideal,H,VVS2,60.9,57.0,2869,117.6
0.52,Premium,F,VVS2,61.8,60.0,2870,84.18
0.83,Ideal,E,SI2,62.2,57.0,2870,136.12
0.64,Premium,E,VVS2,62.1,58.0,2870,105.39
0.8,Ideal,G,SI1,62.5,57.0,2870,129.67
0.74,Ideal,H,SI1,62.1,56.0,2870,121.1
0.72,Ideal,F,SI1,61.5,56.0,2870,117.24
0.82,Ideal,H,VS2,59.5,57.0,2870,135.29
0.73,Premium,E,VS1,61.3,59.0,2870,119.22
1.04,Premium,I,I1,61.6,61.0,2870,166.09
0.73,Very Good,E,SI1,61.3,58.0,2871,119.21
0.73,Good,E,SI1,63.6,57.0,2871,118.35
0.9,Premium,J,SI1,62.8,59.0,2871,141.2
0.75,Ideal,I,SI1,61.8,55.0,2871,123.12
0.79,Ideal,G,SI1,62.6,55.0,2871,130.46
0.7,Good,D,SI1,62.5,56.7,2872,110.27
0.75,Very Good,D,SI1,60.7,55.0,2872,124.41
1.02,Ideal,I,I1,61.7,56.0,2872,166.76
0.7,Very Good,G,SI2,59.0,62.0,2872,115.05
0.7,Ideal,D,SI1,61.8,56.0,2872,113.23
0.7,Good,E,SI1,61.4,64.0,2872,112.79
0.7,Ideal,D,SI1,61.4,54.0,2872,115.57
0.7,Ideal,D,SI1,60.7,56.0,2872,114.46
0.7,Very Good,D,SI1,60.2,60.0,2872,116.46
0.72,Very Good,E,VS2,58.3,57.0,2872,120.7
0.74,Ideal,E,SI1,62.3,58.0,2872,119.11
0.84,Good,G,SI1,65.1,55.0,2872,135.5
0.76,Very Good,F,VS2,62.0,58.0,2873,123.04
0.77,Very Good,E,SI1,63.2,58.0,2873,124.65
0.76,Ideal,E,SI2,62.8,56.0,2873,122.45
1.0,Ideal,I,SI2,61.7,56.0,2873,164.14
1.0,Fair,H,SI1,65.5,62.0,2873,149.08
0.9,Fair,I,SI1,65.7,58.0,2873,142.91
0.9,Premium,J,SI1,61.8,58.0,2873,143.49
0.9,Good,J,SI1,64.0,61.0,2873,136.96
0.9,Fair,I,SI1,65.3,61.0,2873,138.18
0.9,Fair,I,SI1,65.8,56.0,2873,141.13
0.9,Premium,J,SI1,60.9,61.0,2873,147.96
0.78,Premium,F,VS2,62.6,58.0,2874,126.23
0.71,Premium,D,VS2,61.2,59.0,2874,114.31
0.7,Premium,F,VS1,59.0,59.0,2874,113.92
0.7,Premium,F,VS1,60.8,62.0,2874,112.02
0.7,Premium,G,VVS2,61.8,58.0,2874,111.41
0.7,Ideal,F,VS1,61.0,55.0,2874,116.05
0.7,Ideal,F,VS1,61.6,55.0,2874,115.9
0.7,Ideal,F,VS1,62.4,56.0,2874,113.81
0.7,Premium,G,VVS2,62.9,59.0,2874,113.12
1.0,Fair,H,SI2,67.7,60.0,2875,149.44
0.77,Ideal,H,SI1,62.4,56.0,2875,126.11
1.0,Fair,J,VS1,65.5,55.0,2875,161.83
1.0,Fair,I,SI1,66.3,61.0,2875,147.02
1.0,Fair,H,SI2,69.5,55.0,2875,160.33
0.73,Premium,E,VS1,62.6,60.0,2876,116.92
0.79,Premium,E,VS2,60.6,53.0,2876,131.47
0.72,Very Good,H,VS1,62.2,54.0,2877,118.03
0.71,Ideal,E,VS1,62.4,56.0,2877,117.01
0.74,Ideal,G,VS2,62.3,55.0,2877,122.41
0.7,Good,H,VVS1,62.7,56.0,2877,111.89
0.7,Good,F,VS1,59.1,62.0,2877,117.32
0.79,Very Good,F,SI1,62.8,59.0,2878,127.36
0.79,Very Good,F,SI1,62.7,60.0,2878,125.81
0.79,Very Good,D,SI2,59.7,58.0,2878,131.11
0.71,Ideal,I,VS2,61.5,55.0,2878,118.19
0.79,Ideal,F,SI1,62.8,56.0,2878,128.36
0.73,Very Good,F,SI1,61.4,56.0,2879,121.89
0.63,Premium,E,IF,60.3,62.0,2879,102.51
0.7,Premium,F,VS1,60.4,60.0,2879,112.68
0.71,Premium,F,VS1,62.7,58.0,2879,115.58
0.84,Ideal,G,SI2,61.0,56.0,2879,139.48
0.84,Ideal,G,SI2,62.3,55.0,2879,138.22
1.02,Ideal,J,SI2,60.3,54.0,2879,166.81
0.72,Fair,F,VS1,56.9,69.0,2879,113.94
0.72,Ideal,F,VS1,62.0,56.0,2879,117.5
0.92,Very Good,J,SI2,58.7,61.0,2880,152.87
0.74,Very Good,D,SI1,63.9,57.0,2880,120.17
0.7,Ideal,H,VVS1,62.0,55.0,2881,116.35
0.71,Very Good,E,VS2,60.0,59.0,2881,119.17
1.05,Premium,H,I1,62.0,59.0,2881,169.06
0.7,Very Good,H,IF,62.8,56.0,2882,112.41
0.54,Ideal,F,VVS1,61.8,56.0,2882,89.13
0.73,Premium,F,VS2,59.9,58.0,2882,120.33
0.88,Fair,F,SI1,56.6,65.0,2882,145.39
0.73,Premium,F,VS2,58.7,57.0,2882,123.34
0.72,Ideal,D,SI1,61.8,56.0,2883,119.26
0.9,Good,H,SI2,62.7,64.0,2883,138.49
0.9,Fair,H,SI2,65.0,61.0,2883,139.34
1.03,Fair,I,SI2,65.3,55.0,2884,162.86
0.84,Very Good,F,SI1,63.8,57.0,2885,136.02
1.01,Premium,I,SI1,62.7,60.0,2885,157.91
0.77,Ideal,D,SI2,61.5,55.0,2885,127.35
0.8,Fair,E,SI1,56.3,63.0,2885,132.9
0.9,Fair,D,SI2,66.9,57.0,2885,141.72
0.73,Ideal,E,SI1,61.4,56.0,2886,119.76
0.72,Ideal,E,SI1,62.7,55.0,2886,113.93
0.71,Very Good,D,SI1,62.4,54.0,2887,118.69
0.7,Premium,E,VS1,62.6,59.0,2887,114.33
0.79,Ideal,I,VS1,61.7,59.0,2888,129.71
0.72,Very Good,G,VVS2,62.5,58.0,2889,115.66
0.7,Very Good,E,VS2,63.5,54.0,2889,113.88
0.7,Very Good,F,VS1,62.2,58.0,2889,114.8
0.9,Good,H,SI2,63.5,58.0,2889,145.08
0.71,Very Good,F,VS1,62.8,56.0,2889,116.52
